Pincode,Date,Unemployment Rate (%),Student Absentees,Eviction Count,Avg Household Income,Avg Temperature (°C),Flu Cases,Suicidal Cases,Emergency Cases,Hospital Admissions
583282,2008-06-01,8.46,103,6,29522.0,24.5,23,3,14,20
583282,2012-09-01,5.7,121,9,22712.0,30.5,17,1,14,27
583282,2015-07-01,6.72,125,2,23751.0,25.1,21,5,18,27
583282,2018-08-01,5.17,131,4,24926.0,28.8,20,5,18,34
583282,2020-07-01,4.3,129,5,26135.0,26.3,23,3,16,23
583282,2022-08-01,7.03,120,1,26541.0,25.0,24,3,12,23
583283,2008-07-01,6.3,122,4,25051.0,29.2,31,4,11,32
583283,2010-06-01,6.23,121,3,30393.0,29.7,18,4,22,28
583283,2018-02-01,6.6,116,7,19279.0,28.8,30,1,12,32
583283,2021-11-01,8.48,131,6,28855.0,25.9,31,7,15,20
583284,2020-07-01,6.55,121,6,30631.0,26.8,21,3,15,27
583284,2022-08-01,9.03,117,5,23507.0,23.8,19,8,12,31
583284,2024-03-01,5.24,108,4,23627.0,30.5,19,1,14,23
583285,2017-02-01,6.87,101,5,27748.0,22.1,15,3,10,23
583285,2017-12-01,5.39,123,4,18799.0,28.3,22,7,23,23
583285,2020-03-01,7.24,109,4,26780.0,28.0,14,3,16,27
583285,2023-07-01,6.94,127,8,29179.0,28.3,17,1,19,21
583287,2014-04-01,4.29,130,2,17864.0,23.4,18,4,18,26
583287,2021-08-01,4.81,95,9,15798.0,21.4,19,4,18,26
584101,2005-06-01,8.28,131,2,26579.0,27.5,22,3,19,24
584101,2007-08-01,7.79,114,8,24842.0,26.4,21,4,21,21
584101,2008-11-01,8.73,116,5,19292.0,20.4,21,7,15,24
584101,2018-02-01,7.38,119,5,30797.0,33.0,19,3,19,16
584101,2023-04-01,4.99,110,10,26856.0,30.6,21,2,14,19
584102,2007-04-01,7.19,110,7,16678.0,29.2,14,4,26,31
584102,2013-07-01,7.02,131,6,22019.0,22.1,27,7,14,24
584102,2019-06-01,7.25,99,7,19620.0,29.2,22,2,11,25
584102,2020-09-01,8.61,103,6,20255.0,25.3,26,4,16,41
584103,2006-04-01,8.21,132,6,29839.0,27.7,22,5,15,21
584103,2010-09-01,4.59,100,3,24766.0,29.8,15,4,13,14
584103,2010-12-01,9.31,122,6,23311.0,30.5,16,3,8,22
584103,2023-06-01,4.96,126,3,21066.0,29.6,26,3,8,32
584104,2013-03-01,7.36,109,5,31068.0,27.7,29,2,17,26
584104,2013-12-01,4.01,115,6,21529.0,26.7,15,5,8,30
584111,2007-02-01,6.58,124,2,32148.0,31.0,22,3,21,30
584111,2016-02-01,6.68,114,5,30997.0,30.9,21,4,13,28
584113,2005-08-01,8.89,123,5,20120.0,30.2,23,3,13,25
584113,2010-04-01,8.09,123,8,36661.0,29.5,23,7,17,24
584113,2015-01-01,8.76,111,3,24353.0,30.7,14,4,14,23
584115,2008-11-01,7.52,126,9,25755.0,26.3,18,4,16,37
584115,2017-07-01,6.22,102,6,26003.0,26.9,22,4,13,26
584115,2023-02-01,3.85,111,5,19460.0,29.7,17,5,20,32
584115,2023-11-01,4.24,127,4,28502.0,34.6,24,2,13,19
584115,2024-08-01,4.86,98,7,23916.0,32.9,16,2,12,20
584116,2015-08-01,4.02,128,6,30437.0,28.2,16,0,13,22
584116,2016-12-01,7.06,128,7,24688.0,28.9,19,1,16,24
584116,2021-01-01,5.0,118,6,33781.0,26.7,24,4,16,20
584118,2010-12-01,2.64,133,3,24518.0,28.0,19,3,7,27
584118,2011-03-01,7.0,114,5,19476.0,24.3,16,3,12,21
584118,2012-07-01,7.93,116,4,17280.0,26.7,19,3,15,21
584120,2010-09-01,5.03,113,7,17093.0,25.8,14,3,13,26
584120,2016-02-01,4.97,127,7,27057.0,31.6,25,4,16,18
584122,2013-01-01,5.26,119,5,29405.0,23.9,23,0,21,30
584122,2013-02-01,6.78,120,7,21679.0,27.3,23,3,12,16
584122,2014-11-01,10.1,119,12,22918.0,26.2,21,1,9,31
584122,2016-01-01,7.75,128,6,30982.0,28.7,12,1,17,27
584122,2023-04-01,4.54,136,5,24905.0,24.8,21,7,13,16
584123,2017-03-01,8.5,111,4,18144.0,27.2,20,1,13,26
584124,2005-10-01,9.72,127,6,25172.0,26.6,14,1,13,26
584124,2008-01-01,5.11,122,2,23036.0,27.5,16,1,16,23
584124,2008-01-01,9.41,123,8,24527.0,30.9,23,1,16,23
584124,2022-12-01,10.45,117,6,16068.0,28.8,20,2,12,24
584125,2006-03-01,5.33,108,8,24086.0,31.3,25,4,22,21
584125,2010-09-01,7.66,116,3,25715.0,24.8,21,2,14,29
584125,2015-02-01,3.44,120,5,23040.0,32.8,27,4,8,35
584125,2016-08-01,8.74,131,1,23544.0,25.4,19,1,14,23
584125,2017-04-01,5.76,113,3,24323.0,28.3,26,1,12,24
584125,2017-12-01,8.68,141,7,28762.0,31.4,17,5,14,27
584125,2018-01-01,3.91,138,7,28802.0,25.4,22,5,16,24
584126,2014-10-01,6.79,103,6,16982.0,26.8,12,2,6,30
584126,2016-11-01,3.95,103,4,22462.0,25.9,32,2,20,28
584126,2017-09-01,3.98,119,4,28184.0,31.4,14,2,22,25
584126,2020-12-01,3.18,138,6,25285.0,22.5,22,4,12,30
584127,2016-01-01,7.8,125,5,28045.0,27.5,23,2,14,27
584127,2017-05-01,6.93,121,4,32474.0,28.9,14,8,10,27
584128,2006-03-01,4.08,117,4,29105.0,26.5,19,3,20,27
584128,2017-02-01,8.01,116,4,23568.0,25.7,27,2,14,24
584128,2018-03-01,6.42,134,6,20033.0,21.9,22,3,12,28
584128,2024-12-01,8.28,137,6,14289.0,33.0,18,2,14,17
584129,2010-07-01,6.69,122,12,24497.0,31.4,26,4,20,27
584129,2011-01-01,5.18,115,4,10238.0,28.9,22,4,21,15
584129,2017-01-01,5.68,110,7,28161.0,29.8,23,3,14,26
584129,2024-12-01,9.13,113,4,17452.0,30.5,15,1,16,24
584132,2010-04-01,5.9,137,3,24164.0,22.8,24,2,21,25
584132,2015-06-01,9.02,111,3,28506.0,24.5,28,2,11,30
584133,2011-10-01,4.47,111,4,24264.0,27.4,25,1,23,24
584133,2019-01-01,6.27,131,8,23479.0,24.8,24,6,15,22
584134,2007-01-01,7.11,121,3,25438.0,25.2,28,5,21,24
584134,2007-04-01,3.94,114,4,21837.0,29.5,22,1,8,23
584135,2013-03-01,9.4,128,6,26300.0,26.2,25,2,15,15
584136,2019-08-01,5.78,104,2,23522.0,29.7,18,3,17,18
584136,2022-12-01,5.89,140,3,32254.0,26.6,24,3,11,35
584138,2006-02-01,6.94,119,2,17351.0,29.1,26,3,20,23
584138,2018-05-01,0.07,137,5,24941.0,27.5,23,5,12,23
584140,2015-02-01,4.77,120,5,30934.0,25.8,29,3,18,28
584140,2021-04-01,5.18,118,4,24059.0,28.9,26,2,13,21
584143,2005-02-01,6.39,103,6,34560.0,26.9,18,9,16,33
584143,2006-05-01,7.28,114,3,19645.0,26.8,29,2,14,30
584143,2017-03-01,6.92,106,5,25235.0,26.9,12,3,11,25
584143,2022-10-01,10.65,116,7,22273.0,28.8,19,0,15,29
584167,2007-06-01,6.41,125,10,26059.0,25.3,22,8,11,26
584167,2010-11-01,2.79,107,7,19810.0,31.6,24,3,18,18
584167,2012-12-01,4.34,117,7,29128.0,33.4,22,2,9,25
584167,2013-12-01,4.81,138,5,25292.0,23.2,17,2,12,16
584167,2016-03-01,6.16,118,6,14075.0,27.9,25,1,15,32
584167,2016-05-01,10.38,125,5,26344.0,32.7,20,3,30,23
584167,2020-01-01,4.51,95,5,30756.0,27.5,20,2,9,24
584170,2006-01-01,7.4,123,8,31366.0,26.3,19,1,15,22
584170,2016-12-01,5.93,125,6,3523.0,31.2,26,2,11,24
584202,2012-08-01,6.58,134,8,35304.0,29.0,15,5,17,17
584202,2014-06-01,7.0,116,3,27848.0,31.2,25,2,21,32
584202,2023-09-01,5.01,115,4,22060.0,24.2,12,4,10,33
584203,2011-11-01,9.54,133,1,20719.0,33.1,27,4,13,33
584203,2013-11-01,5.36,121,3,26407.0,22.4,35,1,15,21
584203,2014-06-01,9.35,116,3,16139.0,26.4,19,2,12,24
584203,2014-11-01,4.9,126,4,29210.0,30.1,23,1,20,25
584203,2016-05-01,6.57,136,6,19375.0,29.1,13,4,17,21
584203,2019-07-01,8.01,116,7,23302.0,28.6,20,3,23,27
584203,2020-08-01,5.56,114,4,23433.0,30.1,22,3,14,30
585101,2009-09-01,9.71,133,2,36766.0,22.4,23,4,17,21
585101,2012-04-01,11.95,119,2,29993.0,28.6,17,3,17,32
585101,2013-10-01,3.54,120,4,11954.0,26.1,26,4,11,25
585101,2017-12-01,4.37,100,7,23602.0,26.7,14,4,13,34
585102,2006-09-01,4.25,113,4,15830.0,27.3,26,5,17,24
585102,2016-11-01,1.85,127,3,26232.0,31.6,21,2,13,21
585102,2017-06-01,6.65,135,2,28098.0,26.5,17,3,18,31
585102,2018-02-01,5.67,117,8,17045.0,25.9,27,0,15,22
585102,2018-04-01,4.59,113,4,20023.0,25.7,18,3,21,25
585102,2024-09-01,5.45,132,6,25821.0,24.0,21,5,23,24
585103,2013-03-01,7.02,133,6,19618.0,25.6,19,4,12,27
585103,2013-08-01,5.75,124,5,30566.0,34.2,12,1,17,18
585103,2014-03-01,5.15,134,5,21038.0,32.6,22,3,11,23
585104,2009-06-01,7.53,120,5,22692.0,31.3,28,3,10,33
585104,2019-01-01,6.25,101,5,35372.0,27.9,20,2,16,24
585104,2019-09-01,5.9,112,2,18066.0,25.4,16,2,21,28
585105,2006-11-01,4.33,112,4,29068.0,27.4,27,8,16,21
585105,2013-06-01,6.84,110,5,27713.0,21.8,11,4,14,18
585105,2015-05-01,7.35,126,3,25975.0,27.4,20,5,24,31
585105,2015-09-01,7.87,126,3,26529.0,27.6,24,3,14,22
585105,2023-11-01,7.61,115,2,24942.0,30.5,20,2,10,24
585106,2014-09-01,3.82,137,4,28025.0,32.0,19,4,12,23
585106,2017-10-01,4.76,132,1,29506.0,25.8,26,3,12,24
585107,2006-02-01,5.73,109,6,19246.0,27.6,21,4,11,22
585107,2010-07-01,6.68,127,4,21968.0,25.7,23,3,16,20
585107,2013-12-01,5.14,117,4,20928.0,28.8,20,3,13,17
585107,2014-03-01,7.95,108,2,24079.0,29.9,15,1,18,20
585201,2005-01-01,6.31,115,4,26550.0,29.7,19,0,14,38
585201,2008-09-01,4.57,130,7,21535.0,26.9,29,3,13,24
585201,2012-10-01,4.24,127,6,17980.0,25.8,25,0,13,22
585201,2023-11-01,6.53,114,6,17679.0,33.0,11,2,14,25
585202,2007-09-01,7.31,112,2,21645.0,28.3,14,4,14,28
585202,2009-01-01,8.57,114,6,27346.0,26.7,19,7,11,21
585202,2013-02-01,8.12,122,1,25097.0,30.5,19,2,15,19
585202,2016-10-01,4.71,131,2,23335.0,31.5,19,3,16,24
585202,2018-02-01,4.28,131,1,27957.0,29.6,23,3,15,24
585210,2006-09-01,7.11,122,4,27689.0,24.2,16,5,23,25
585210,2010-01-01,8.3,139,1,23617.0,31.6,23,2,21,29
585210,2017-06-01,6.17,117,5,21921.0,27.1,19,3,22,24
585210,2018-05-01,7.59,124,7,33586.0,29.9,19,1,21,32
585210,2020-05-01,4.28,112,5,29632.0,32.8,21,2,15,25
585211,2005-12-01,4.96,138,3,22098.0,27.4,28,5,23,26
585212,2005-11-01,8.82,124,3,29197.0,23.1,28,3,16,23
585212,2009-01-01,2.48,116,3,19111.0,31.4,15,2,16,22
585212,2016-05-01,6.02,97,5,23866.0,27.2,23,4,21,28
585214,2006-10-01,4.75,127,9,30827.0,31.4,20,3,15,25
585214,2008-10-01,6.61,134,2,24074.0,27.8,21,4,17,17
585214,2021-01-01,3.05,93,11,31560.0,26.2,29,3,9,28
585215,2005-12-01,7.19,116,3,28265.0,31.3,23,1,18,20
585215,2017-08-01,9.03,128,6,25086.0,25.4,23,6,16,21
585215,2019-03-01,7.65,111,3,27888.0,27.6,23,1,15,19
585216,2006-03-01,3.83,125,2,33777.0,30.0,19,4,14,21
585216,2007-05-01,4.28,141,3,29841.0,28.2,28,5,9,33
585216,2009-03-01,6.06,127,2,19069.0,29.4,17,4,10,28
585216,2010-10-01,7.38,117,5,24314.0,29.2,27,0,9,21
585216,2017-11-01,8.32,108,2,20851.0,25.1,22,3,26,22
585216,2018-05-01,5.14,112,8,32390.0,32.2,12,3,17,24
585216,2024-10-01,5.55,122,4,20064.0,22.9,26,2,13,29
585217,2005-03-01,4.03,117,5,25723.0,25.7,8,1,15,30
585217,2007-06-01,7.78,124,1,21275.0,34.4,24,3,17,24
585217,2010-06-01,4.63,110,7,28812.0,22.5,25,3,13,22
585217,2012-11-01,4.14,136,6,22073.0,18.3,24,1,13,28
585217,2018-10-01,3.48,103,7,23184.0,28.5,22,4,13,18
585217,2021-06-01,5.81,109,4,23653.0,28.9,18,2,15,29
585217,2021-07-01,7.8,151,6,30050.0,24.6,18,3,10,29
585218,2015-07-01,5.7,125,4,20912.0,26.6,26,2,11,15
585218,2020-07-01,8.67,125,1,13531.0,30.1,17,3,17,21
585220,2022-01-01,5.2,110,8,25672.0,31.3,12,3,13,23
585221,2008-01-01,7.42,133,3,23865.0,29.9,19,4,22,21
585221,2011-06-01,7.1,94,6,24034.0,27.5,28,2,18,25
585221,2023-11-01,5.09,106,4,27438.0,23.9,24,3,14,19
585222,2008-10-01,5.05,120,3,23200.0,31.0,15,3,13,29
585222,2009-02-01,6.21,101,5,23619.0,24.7,20,2,23,21
585223,2012-02-01,10.49,116,4,28464.0,25.3,16,3,16,23
585223,2019-08-01,8.07,150,12,16486.0,30.7,15,1,15,32
585223,2022-07-01,8.11,117,5,30792.0,24.7,11,5,13,20
585223,2023-08-01,4.28,114,10,25489.0,28.2,21,1,12,25
585223,2023-11-01,8.3,111,8,25498.0,25.2,18,2,15,23
585224,2014-01-01,4.85,119,2,21342.0,25.9,23,2,17,23
585224,2014-12-01,7.0,134,0,25006.0,27.2,22,3,17,19
585224,2017-11-01,5.26,130,7,29366.0,34.0,20,7,19,29
585224,2018-10-01,7.56,103,5,24343.0,26.7,22,4,12,22
585225,2021-12-01,10.67,138,7,25011.0,27.0,15,2,17,22
585226,2008-12-01,4.5,117,5,23689.0,23.2,20,0,14,18
585226,2022-09-01,3.08,119,4,13643.0,27.7,22,1,14,24
585226,2023-05-01,8.39,120,6,19953.0,24.1,20,2,7,26
585226,2023-09-01,6.65,122,2,27362.0,30.3,26,4,17,23
585227,2005-08-01,3.62,116,3,24297.0,22.5,33,1,11,26
585227,2007-06-01,5.99,122,6,36780.0,30.2,20,5,12,23
585227,2009-02-01,8.77,119,2,29058.0,33.5,20,3,14,35
585227,2009-03-01,8.81,120,2,23815.0,25.9,22,5,12,23
585227,2009-09-01,5.63,117,5,28336.0,28.6,26,3,12,27
585227,2012-09-01,8.75,116,6,25794.0,26.0,19,5,17,21
585227,2014-04-01,7.94,106,10,23157.0,29.1,19,1,7,23
585227,2015-07-01,8.85,119,4,20853.0,29.1,16,3,17,19
585227,2015-12-01,9.13,123,8,21279.0,21.3,32,2,14,24
585227,2016-07-01,10.69,116,5,32347.0,29.1,15,2,19,33
585228,2015-03-01,10.07,116,9,29897.0,26.3,17,0,18,21
585228,2016-06-01,4.18,116,2,32760.0,24.7,11,2,20,28
585228,2020-04-01,9.58,125,5,19544.0,35.9,19,1,15,22
585228,2021-02-01,5.79,97,6,20161.0,30.8,22,2,23,31
585229,2005-08-01,6.79,124,2,26722.0,29.4,25,7,15,24
585229,2007-05-01,5.68,109,3,28187.0,29.0,29,1,16,16
585229,2008-09-01,6.46,123,5,22856.0,22.4,23,2,13,25
585229,2011-04-01,11.42,113,7,27512.0,32.7,21,5,9,14
585229,2015-01-01,6.91,111,7,34046.0,25.0,16,3,16,29
585229,2015-11-01,8.95,110,7,34816.0,30.0,21,3,15,20
585236,2009-04-01,8.85,123,6,26778.0,28.0,19,3,13,19
585236,2015-01-01,6.86,115,2,24270.0,26.6,18,5,12,24
585236,2020-03-01,7.13,120,6,23394.0,29.2,22,5,13,22
585237,2005-05-01,10.05,134,2,24607.0,32.0,18,3,13,19
585237,2005-08-01,9.41,113,7,21887.0,22.8,12,4,18,20
585237,2006-04-01,7.95,131,4,33417.0,27.8,24,2,8,29
585237,2009-12-01,4.12,122,3,17742.0,25.5,20,3,18,31
585237,2011-02-01,1.5,117,2,29891.0,24.6,16,2,14,26
585237,2012-02-01,6.72,112,2,24170.0,27.7,17,2,18,26
585237,2013-01-01,6.9,141,5,27645.0,26.6,17,7,17,19
585237,2016-08-01,4.28,129,5,29595.0,29.4,18,3,18,25
585237,2019-10-01,4.08,131,8,27020.0,36.3,22,5,20,21
585237,2021-01-01,8.61,114,3,26580.0,31.1,15,2,14,30
585237,2024-01-01,7.25,117,5,21769.0,27.6,22,1,15,22
585265,2006-09-01,6.76,129,4,28651.0,31.0,16,2,23,18
585265,2010-05-01,5.47,121,2,27943.0,26.9,19,3,18,25
585265,2023-05-01,6.6,144,11,24883.0,20.1,24,2,10,23
585287,2005-08-01,5.83,130,5,30007.0,28.0,20,2,16,26
585287,2009-10-01,4.21,121,3,20614.0,30.4,16,3,11,24
585287,2012-01-01,10.13,111,6,32400.0,27.0,17,7,11,18
585287,2018-04-01,5.56,107,2,24455.0,29.6,14,3,16,24
585287,2018-12-01,8.15,125,9,18269.0,28.4,19,2,18,22
585287,2019-10-01,8.74,122,5,18574.0,31.1,22,3,14,28
585290,2005-06-01,5.35,136,5,29288.0,30.7,14,2,14,28
585290,2011-10-01,6.58,132,3,28665.0,31.0,11,1,22,24
585290,2014-03-01,2.05,130,2,15839.0,28.3,16,1,15,27
585290,2016-06-01,6.24,127,3,32004.0,26.9,22,5,13,20
585291,2009-04-01,6.41,132,2,21611.0,30.1,13,2,14,38
585292,2014-03-01,5.7,114,7,28655.0,27.3,17,2,18,22
585292,2016-09-01,5.31,109,1,28500.0,29.1,23,0,14,28
585292,2017-04-01,7.53,137,4,27122.0,26.3,19,1,16,25
585292,2023-05-01,4.25,111,11,27076.0,27.7,29,2,8,14
585301,2005-01-01,8.53,116,4,30052.0,26.8,14,3,19,34
585301,2009-09-01,7.14,138,7,20751.0,29.5,18,1,20,15
585301,2015-10-01,7.01,118,5,35168.0,26.4,30,2,13,19
585301,2015-12-01,8.68,126,4,21389.0,31.0,12,1,16,29
585301,2020-10-01,7.3,113,5,30008.0,27.9,15,2,19,27
585301,2022-02-01,7.58,128,4,31719.0,35.4,12,2,15,22
585301,2022-05-01,5.44,129,6,25627.0,28.4,15,3,14,24
585301,2024-04-01,7.51,119,6,23332.0,29.7,17,2,10,18
585302,2011-06-01,4.5,109,4,25117.0,29.9,20,3,12,20
585302,2022-06-01,4.85,105,5,19320.0,27.6,18,4,14,22
585303,2010-06-01,5.9,103,3,25193.0,27.8,21,2,14,22
585303,2015-11-01,3.68,114,5,23736.0,27.1,28,2,18,23
585303,2017-10-01,7.1,117,1,32374.0,26.9,30,1,14,36
585303,2018-07-01,6.19,100,5,22822.0,26.8,17,4,11,13
585304,2005-03-01,4.49,109,6,28724.0,21.1,19,4,13,25
585304,2005-04-01,7.8,122,5,24836.0,28.0,25,4,16,24
585304,2005-08-01,4.85,137,3,24875.0,30.3,15,1,15,29
585304,2005-12-01,7.09,116,3,19551.0,32.9,18,3,16,22
585304,2015-10-01,4.82,115,4,20591.0,29.0,14,4,17,32
585304,2017-02-01,9.1,100,7,25798.0,25.9,15,0,11,24
585304,2017-12-01,9.15,115,7,23193.0,26.9,13,3,15,29
585304,2023-09-01,6.64,124,2,27620.0,26.3,23,4,15,34
585305,2017-07-01,2.19,87,7,22728.0,21.4,32,4,6,29
585305,2018-12-01,6.1,122,9,20902.0,30.2,28,3,11,38
585306,2008-05-01,4.71,130,6,19105.0,23.7,16,2,17,19
585306,2008-12-01,7.49,111,4,21540.0,25.2,21,3,15,30
585306,2015-08-01,7.3,113,7,38579.0,23.9,18,5,15,29
585306,2016-12-01,6.03,127,6,28243.0,30.8,25,1,8,19
585307,2010-07-01,9.35,97,5,27721.0,23.8,25,5,23,26
585307,2017-04-01,4.78,119,5,13008.0,34.6,18,3,15,22
585307,2023-06-01,10.28,125,4,31520.0,29.1,20,2,21,18
585307,2023-06-01,5.5,108,6,27827.0,27.3,24,2,15,18
585308,2008-03-01,4.54,116,11,23356.0,26.0,18,2,17,15
585308,2022-10-01,5.4,120,9,24762.0,28.7,28,3,14,21
585308,2022-12-01,6.78,128,1,19669.0,29.2,24,0,12,21
585308,2024-05-01,6.8,137,4,25714.0,25.9,26,5,16,29
585309,2010-06-01,6.97,124,3,24993.0,21.5,13,3,20,27
585309,2019-08-01,11.35,118,3,23835.0,24.7,21,5,11,15
585310,2007-01-01,6.96,119,6,20314.0,26.6,16,3,14,30
585310,2009-06-01,4.78,108,4,22591.0,25.2,28,3,17,20
585310,2014-02-01,4.86,126,7,20952.0,27.5,18,4,18,25
585310,2024-01-01,8.1,123,6,20207.0,25.2,18,5,10,25
585311,2006-05-01,7.4,129,7,28094.0,24.7,13,0,20,30
585311,2007-03-01,8.95,132,8,22818.0,23.9,23,7,11,24
585312,2005-05-01,5.03,120,7,20118.0,29.4,16,1,21,22
585312,2010-06-01,4.94,126,7,28137.0,25.3,21,1,21,16
585312,2013-03-01,5.49,125,5,24008.0,30.0,22,3,17,26
585312,2016-01-01,6.48,122,5,28334.0,26.3,21,5,14,22
585312,2017-12-01,9.86,132,5,26865.0,31.7,17,3,15,25
585312,2018-04-01,7.37,149,7,22948.0,33.2,21,2,14,21
585312,2019-09-01,9.03,108,1,25125.0,25.6,24,1,13,21
585312,2019-11-01,5.12,120,2,22222.0,22.2,18,3,10,20
585312,2023-12-01,4.72,121,6,30642.0,23.5,15,2,12,23
585313,2008-09-01,5.89,138,7,23037.0,24.9,22,4,12,22
585313,2013-09-01,5.82,104,2,20313.0,23.3,18,4,21,19
585313,2020-12-01,6.96,122,4,23027.0,30.7,23,5,11,28
585313,2024-05-01,6.13,114,2,19870.0,27.2,18,3,14,29
585314,2016-10-01,5.02,111,7,28259.0,27.3,25,3,12,22
585314,2019-07-01,4.16,130,9,31395.0,26.8,19,1,21,26
585314,2022-02-01,9.4,131,6,21776.0,25.9,18,5,14,31
585314,2022-09-01,4.17,113,6,25852.0,28.4,20,2,14,22
585314,2022-11-01,5.05,141,7,29266.0,26.2,19,3,13,26
585315,2006-08-01,3.04,109,5,21398.0,27.5,18,5,16,29
585315,2010-12-01,7.52,102,6,26967.0,28.1,27,4,18,18
585315,2011-04-01,8.87,113,5,17464.0,31.7,22,1,16,21
585315,2011-06-01,7.81,119,4,30304.0,23.9,20,4,13,26
585315,2016-03-01,6.89,138,4,24122.0,27.6,18,3,9,23
585315,2018-03-01,8.18,117,6,22298.0,28.1,16,2,20,29
585315,2019-04-01,6.09,133,5,39778.0,29.6,22,5,10,20
585315,2019-12-01,2.89,113,5,21835.0,28.8,25,1,13,26
585315,2024-06-01,9.66,94,8,24253.0,30.4,21,5,10,22
585315,2024-08-01,10.68,99,6,32824.0,26.9,17,3,15,21
585316,2005-03-01,4.44,126,4,25365.0,25.1,25,7,12,23
585316,2008-01-01,6.71,118,8,30384.0,26.1,21,2,15,22
585316,2010-08-01,5.1,126,13,12921.0,27.3,17,3,13,22
585316,2022-12-01,3.81,111,2,27102.0,27.9,24,5,10,21
585317,2007-03-01,7.73,128,8,25871.0,26.2,26,1,18,20
585317,2009-06-01,5.91,132,3,18654.0,27.3,18,3,17,26
585317,2013-10-01,3.45,119,5,27720.0,23.6,18,2,11,28
585317,2021-10-01,7.91,119,4,23123.0,29.2,19,6,13,26
585318,2008-01-01,7.85,121,4,25685.0,25.7,16,4,22,23
585318,2012-08-01,4.91,111,2,25306.0,27.1,14,5,22,31
585318,2017-08-01,6.48,102,2,18634.0,28.4,30,7,14,31
585318,2020-03-01,9.34,124,4,32526.0,21.7,26,4,17,16
585318,2022-04-01,7.88,115,4,15949.0,30.5,20,2,10,29
585319,2005-07-01,5.03,125,4,18519.0,31.1,8,2,11,30
585319,2008-10-01,1.51,126,5,19376.0,30.0,19,2,14,15
585319,2011-08-01,5.52,135,6,33057.0,29.5,30,6,16,29
585319,2015-04-01,5.48,126,5,32739.0,28.6,25,5,17,34
585320,2008-02-01,5.52,110,5,21628.0,33.3,20,3,18,32
585320,2009-08-01,3.41,122,8,20116.0,32.2,19,2,20,29
585320,2014-02-01,5.04,122,7,17186.0,32.4,15,3,10,29
585320,2021-07-01,6.34,145,5,21968.0,27.5,19,2,11,20
585320,2023-02-01,8.59,125,2,20476.0,28.8,23,4,20,25
585321,2009-01-01,5.63,105,4,25138.0,26.7,17,1,15,22
585321,2013-01-01,6.73,113,8,25922.0,30.9,26,2,13,31
585321,2021-09-01,11.16,117,5,19651.0,25.9,22,2,18,30
585321,2022-06-01,7.4,133,5,27168.0,33.1,19,4,6,22
585322,2023-12-01,4.08,111,5,28630.0,31.6,12,3,5,26
585323,2011-03-01,6.06,118,6,19263.0,27.0,11,3,18,27
585323,2011-10-01,7.77,128,7,28113.0,29.4,18,4,11,29
585323,2022-10-01,4.5,112,4,24400.0,26.3,21,2,14,25
585324,2006-12-01,8.02,118,1,24240.0,30.1,18,6,11,27
585324,2008-01-01,6.07,120,7,27088.0,32.5,24,3,17,27
585324,2012-02-01,5.95,130,2,14623.0,22.0,18,4,22,13
585324,2012-04-01,4.51,110,2,20162.0,32.3,10,2,16,24
585324,2013-03-01,6.3,113,5,17152.0,30.4,16,6,12,19
585325,2008-01-01,6.6,111,2,21391.0,23.6,29,2,17,22
585325,2010-03-01,5.01,108,3,22873.0,29.7,21,3,17,21
585325,2011-10-01,5.29,111,2,33186.0,25.7,16,3,13,21
585325,2012-12-01,5.42,113,3,28748.0,31.4,21,3,12,16
585325,2016-10-01,5.54,121,4,26035.0,27.8,23,2,17,21
585325,2018-02-01,8.11,123,5,19908.0,31.7,21,1,8,26
585325,2022-07-01,5.74,137,6,31751.0,21.3,23,4,19,32
585326,2005-04-01,4.93,125,8,27233.0,27.0,23,4,19,30
585326,2005-06-01,6.09,113,7,20404.0,24.5,17,1,18,18
585326,2013-06-01,8.11,123,6,28631.0,28.2,15,2,14,23
585326,2018-05-01,11.63,103,5,27017.0,25.3,19,2,18,26
585326,2024-07-01,3.05,107,8,20113.0,31.8,27,1,20,29
585326,2024-09-01,5.1,131,7,28531.0,31.1,18,1,12,20
585327,2005-08-01,7.46,118,7,26316.0,24.8,28,6,16,32
585327,2010-03-01,8.95,122,2,23315.0,27.7,21,0,14,20
585327,2013-06-01,8.01,122,6,28749.0,27.0,20,3,11,33
585328,2009-03-01,3.49,121,4,17926.0,27.4,26,4,16,32
585328,2016-11-01,6.78,135,3,28069.0,22.0,17,4,13,20
585328,2020-07-01,3.81,102,5,37591.0,30.9,21,4,17,22
585328,2020-11-01,7.34,140,11,21499.0,27.3,26,3,16,31
585329,2008-06-01,5.68,121,4,32576.0,32.4,17,4,18,24
585329,2018-07-01,4.62,119,2,30182.0,25.6,15,1,10,19
585330,2007-12-01,6.16,100,2,28693.0,29.8,27,3,21,27
585330,2009-01-01,5.86,121,7,30709.0,26.1,26,3,20,24
585330,2010-03-01,10.01,113,4,22544.0,33.0,22,2,15,23
585330,2020-03-01,4.92,122,0,32306.0,24.3,24,2,10,30
585331,2005-12-01,7.21,109,6,22797.0,31.9,21,3,13,31
585331,2012-03-01,7.79,118,5,27996.0,33.9,17,3,6,22
585331,2018-09-01,8.88,107,6,32736.0,25.2,25,3,11,22
585331,2019-02-01,5.18,103,9,21314.0,23.9,26,7,17,23
585331,2019-07-01,5.86,121,6,28511.0,28.0,18,0,8,25
585353,2009-06-01,7.09,128,5,27943.0,23.6,19,3,17,17
