Pincode,Date,UnemploymentRate,SchoolAttendance,EvictionRecords,IncomeVariability,SeasonalIllnessIndex,HospitalAdmissions
591312,2019-07-26,8.02,93.34,39,2777.76,83.64,141.88
591312,2019-07-27,11.13,95.37,35,1634.15,13.86,54.3
591312,2019-07-28,11.73,93.47,8,2202.87,90.3,131.89
591312,2019-07-29,5.79,82.19,6,3679.2,0.61,5.32
591312,2019-07-30,12.25,96.19,34,1924.37,24.24,75.65
591312,2019-07-31,12.43,86.28,39,2283.83,83.37,143.61
591312,2019-08-01,7.19,95.46,48,1708.36,48.14,103.88
591312,2019-08-02,8.94,90.59,49,2586.45,41.76,97.16
591312,2019-08-03,10.43,89.97,17,1241.4,15.33,48.08
591312,2019-08-04,5.46,95.52,44,2823.63,18.61,52.09
591312,2019-08-05,8.61,86.22,39,4104.69,75.3,119.44
591312,2019-08-06,8.38,84.02,23,4068.68,83.65,130.13
591312,2019-08-07,4.26,99.8,19,1220.65,67.5,97.72
591312,2019-08-08,6.47,89.0,40,4819.89,58.77,108.14
591312,2019-08-09,5.53,92.57,27,3173.36,40.37,78.14
591312,2019-08-10,11.51,89.99,5,1917.99,82.7,120.27
591312,2019-08-11,10.2,88.45,1,4070.52,77.88,116.18
591312,2019-08-12,6.93,93.96,16,1399.88,16.42,37.12
591312,2019-08-13,7.05,91.23,7,3771.37,10.29,36.7
591312,2019-08-14,9.02,97.2,2,1392.74,56.4,97.4
591312,2019-08-15,10.28,84.22,16,3754.29,34.71,68.08
591312,2019-08-16,12.15,93.73,20,1916.4,39.87,84.96
591312,2019-08-17,8.31,97.97,23,3956.0,12.16,31.71
591312,2019-08-18,10.95,98.3,38,2666.7,73.37,135.86
591312,2019-08-19,10.56,89.77,2,2548.65,8.1,39.34
591312,2019-08-20,12.48,95.39,49,1818.32,63.84,122.37
591312,2019-08-21,4.64,96.39,39,2030.85,37.0,83.57
591312,2019-08-22,4.04,86.61,27,3221.38,47.45,78.63
591312,2019-08-23,5.09,87.13,7,2340.95,4.08,18.25
591312,2019-08-24,6.74,91.11,46,1147.34,31.02,72.39
591312,2019-08-25,4.78,87.97,17,3495.74,91.51,132.35
591312,2019-08-26,8.77,96.68,18,4781.25,87.22,127.73
591312,2019-08-27,5.58,97.01,28,2205.95,88.69,137.45
591312,2019-08-28,3.81,90.16,32,3780.53,85.97,131.18
591312,2019-08-29,3.57,87.67,7,4809.54,28.17,44.3
591312,2019-08-30,10.59,89.92,49,4037.78,47.52,109.81
591312,2019-08-31,4.53,86.21,13,3909.59,32.88,59.67
591312,2019-09-01,6.83,92.06,17,3406.54,5.67,36.02
591312,2019-09-02,3.58,91.73,25,4563.08,53.17,76.9
591312,2019-09-03,9.54,83.09,11,4995.65,72.55,108.43
591312,2019-09-04,12.02,98.79,17,4128.09,94.07,151.02
591312,2019-09-05,3.82,91.58,35,3778.63,38.2,77.76
591312,2019-09-06,8.49,99.16,48,3096.35,55.06,99.97
591312,2019-09-07,9.31,91.19,33,4511.79,75.16,130.61
591312,2019-09-08,3.82,94.95,49,1827.93,21.04,49.15
591312,2019-09-09,10.3,81.37,34,2437.53,20.25,64.39
591312,2019-09-10,6.85,96.05,41,3665.65,0.97,35.99
591312,2019-09-11,5.24,88.67,42,2824.59,13.42,41.07
591312,2019-09-12,11.7,92.88,7,1288.8,36.75,70.42
591312,2019-09-13,8.53,99.04,41,4353.39,29.72,75.33
591312,2019-09-14,11.66,96.78,4,1738.43,96.19,145.6
591312,2019-09-15,5.2,98.17,23,4296.96,15.32,36.08
591312,2019-09-16,5.6,96.34,11,4965.66,21.67,37.46
591312,2019-09-17,5.52,95.19,11,1933.79,79.78,108.83
591312,2019-09-18,5.0,80.59,10,2245.57,45.84,59.73
591312,2019-09-19,5.37,94.61,41,4648.27,48.16,87.79
591312,2019-09-20,11.39,90.7,24,4546.18,42.38,83.96
591312,2019-09-21,11.26,90.01,18,2863.68,33.86,73.89
591312,2019-09-22,9.65,87.57,36,2780.84,83.61,143.73
591312,2019-09-23,6.47,81.81,41,1215.63,64.58,110.84
591312,2019-09-24,9.02,84.81,20,3272.0,39.82,83.67
591312,2019-09-25,6.7,83.16,26,4376.61,63.37,104.09
591312,2019-09-26,10.91,87.78,23,3733.86,82.63,128.51
591312,2019-09-27,11.87,87.51,18,2403.46,22.06,55.02
591312,2019-09-28,4.95,84.77,19,3951.85,67.36,109.92
591312,2019-09-29,8.69,99.03,44,1785.84,12.84,51.82
591312,2019-09-30,9.75,93.73,6,2516.15,29.9,57.52
591312,2019-10-01,7.51,94.34,11,2085.26,67.04,96.88
591312,2019-10-02,8.97,92.86,43,1102.11,22.81,59.68
591312,2019-10-03,10.04,97.84,20,2778.02,1.47,31.04
591312,2019-10-04,10.09,92.55,39,1074.94,82.18,137.58
591312,2019-10-05,10.57,91.04,42,2173.64,33.07,83.41
591312,2019-10-06,10.65,95.06,37,4532.67,92.7,138.48
591312,2019-10-07,3.73,88.92,14,2653.08,52.4,76.06
591312,2019-10-08,10.6,99.25,40,3868.21,59.02,108.9
591312,2019-10-09,12.23,95.54,8,2668.18,82.32,137.88
591312,2019-10-10,9.43,88.93,48,3451.35,37.63,85.47
591312,2019-10-11,11.43,85.99,30,1495.73,30.69,74.45
591312,2019-10-12,6.56,98.39,8,3577.5,40.48,69.7
591312,2019-10-13,8.7,98.57,45,1232.92,8.63,64.77
591312,2019-10-14,9.45,84.89,25,3904.89,0.6,39.7
591312,2019-10-15,7.8,99.75,38,1595.8,42.78,84.89
591312,2019-10-16,5.76,97.8,21,4294.27,72.18,105.03
591312,2019-10-17,7.34,93.9,44,2357.5,73.31,131.81
591312,2019-10-18,10.36,98.29,16,3582.79,2.1,27.61
591312,2019-10-19,11.27,99.9,45,1623.1,96.76,162.9
591312,2019-10-20,6.45,92.81,49,2796.1,47.65,96.57
591312,2019-10-21,6.94,99.97,24,4643.36,70.16,111.91
591312,2019-10-22,10.56,90.88,11,2642.76,20.86,56.35
591312,2019-10-23,10.64,95.27,28,4290.97,77.67,129.39
591312,2019-10-24,3.88,95.68,21,4748.62,16.18,31.07
591312,2019-10-25,10.01,92.64,33,3604.1,57.54,104.96
591312,2019-10-26,5.05,96.8,5,3772.59,34.25,64.36
591312,2019-10-27,12.09,86.3,10,1736.5,2.52,40.98
591312,2019-10-28,9.47,84.64,38,3906.96,77.12,135.55
591312,2019-10-29,5.28,98.07,26,3208.29,9.15,26.55
591312,2019-10-30,4.96,95.44,11,1596.25,44.75,67.38
591312,2019-10-31,4.74,82.69,17,2437.68,30.99,55.55
591312,2019-11-01,7.16,96.87,18,1900.08,11.0,29.11
591312,2019-11-02,9.2,89.02,42,4506.54,48.49,94.97
591312,2019-11-03,5.69,91.32,21,2172.11,2.92,22.54
591312,2019-11-04,10.82,81.31,19,2462.28,51.57,94.16
591312,2019-11-05,6.47,86.51,18,4524.29,40.2,76.16
591312,2019-11-06,10.6,91.26,4,4182.09,89.67,130.39
591312,2019-11-07,3.87,97.47,30,3648.68,53.72,94.52
591312,2019-11-08,7.26,84.63,16,3392.06,53.49,88.96
591312,2019-11-09,6.51,91.13,32,1049.6,60.62,90.55
591312,2019-11-10,10.24,93.89,37,2189.85,10.41,48.17
591312,2019-11-11,9.57,82.82,17,2451.78,52.18,93.69
591312,2019-11-12,10.82,92.34,18,1839.83,30.28,67.52
591312,2019-11-13,6.59,92.13,14,2802.68,29.57,55.43
591312,2019-11-14,5.01,97.27,33,1477.99,40.87,74.74
591312,2019-11-15,4.76,91.2,41,1995.18,39.01,74.23
591312,2019-11-16,10.08,82.35,1,3107.34,28.95,60.57
591312,2019-11-17,11.74,93.94,24,3503.47,78.23,128.1
591312,2019-11-18,4.96,92.25,5,2438.6,42.99,63.43
591312,2019-11-19,3.56,92.2,45,3060.3,25.13,64.77
591312,2019-11-20,8.84,81.33,20,2465.21,70.02,110.1
591312,2019-11-21,8.13,94.11,34,2968.37,40.54,93.83
591312,2019-11-22,11.11,88.81,40,1118.0,26.53,66.28
591312,2019-11-23,10.86,98.4,20,3178.1,11.36,52.87
591312,2019-11-24,4.98,88.52,28,1967.1,84.33,120.55
591312,2019-11-25,8.03,97.39,5,2620.82,49.6,75.55
591312,2019-11-26,4.84,91.79,1,2456.72,55.8,82.85
591312,2019-11-27,4.7,91.17,3,4821.81,85.82,115.55
591312,2019-11-28,8.24,96.26,23,3451.98,40.95,81.18
591312,2019-11-29,11.99,82.15,42,2105.76,14.87,56.13
591312,2019-11-30,8.25,98.37,44,3491.06,92.39,141.57
591312,2019-12-01,5.07,88.35,21,2709.96,24.04,48.81
591312,2019-12-02,5.8,80.8,37,3465.3,16.69,58.58
591312,2019-12-03,3.61,97.75,14,4649.67,97.27,128.39
591312,2019-12-04,11.93,95.02,16,1574.89,67.53,110.99
591312,2019-12-05,5.35,94.99,16,4904.0,63.71,103.56
591312,2019-12-06,12.46,84.65,48,4662.21,2.6,49.39
591312,2019-12-07,10.1,97.94,45,2679.52,27.8,78.26
591312,2019-12-08,6.6,83.46,6,1196.71,56.57,81.47
591312,2019-12-09,12.29,82.93,1,1470.07,76.87,112.45
591312,2019-12-10,11.47,87.86,39,2972.17,40.01,90.08
591312,2019-12-11,11.52,94.0,6,4073.34,89.79,128.55
591312,2019-12-12,5.04,83.16,12,3597.31,39.73,59.17
591312,2019-12-13,8.28,82.12,15,4909.04,19.79,52.22
591312,2019-12-14,5.21,82.07,14,1845.17,83.88,118.79
591312,2019-12-15,8.57,92.26,28,3513.39,19.21,70.82
591312,2019-12-16,5.04,89.81,21,1022.26,28.22,60.59
591312,2019-12-17,7.38,98.13,16,1700.48,80.34,125.18
591312,2019-12-18,8.21,98.29,4,2091.72,63.81,92.49
591312,2019-12-19,6.84,86.91,20,2292.12,21.34,43.25
591312,2019-12-20,9.63,92.26,6,2587.8,48.38,77.08
591312,2019-12-21,4.28,85.32,22,3499.91,6.73,25.02
591312,2019-12-22,7.32,88.4,13,4835.07,52.61,86.94
591312,2019-12-23,10.08,88.29,11,3428.78,1.56,33.05
591312,2019-12-24,3.66,84.03,21,1157.53,45.46,70.79
591312,2019-12-25,6.21,91.56,4,1325.92,92.28,128.2
591312,2019-12-26,3.76,87.9,44,3051.4,38.69,78.87
591312,2019-12-27,7.2,94.95,29,3699.28,58.34,98.22
591312,2019-12-28,3.86,90.34,13,2416.93,88.2,122.21
591312,2019-12-29,5.81,97.13,46,1834.38,14.41,58.05
591312,2019-12-30,11.25,92.68,12,3184.12,85.93,133.69
591312,2019-12-31,9.81,96.17,27,3958.49,67.33,125.32
591312,2023-01-01,9.34,93.71,17,2251.96,27.26,61.61
591312,2023-01-02,6.13,95.7,18,2186.73,46.38,78.55
591312,2023-01-03,5.21,97.83,12,1923.34,68.02,100.18
591312,2023-01-04,3.55,87.78,41,3804.72,96.23,133.18
591312,2023-01-05,9.65,97.37,13,4937.53,52.39,94.07
591312,2023-01-06,9.52,82.32,26,2363.25,75.94,115.7
591312,2023-01-07,5.04,85.59,30,2839.35,61.37,104.52
591312,2023-01-08,11.58,97.51,37,2145.99,11.09,59.05
591312,2023-01-09,7.54,86.33,14,1384.53,68.97,107.34
591312,2023-01-10,10.07,88.27,12,2520.53,30.08,68.72
591312,2023-01-11,5.83,91.06,42,3131.68,38.73,74.44
591312,2023-01-12,11.62,93.17,7,3757.82,71.58,113.27
591312,2023-01-13,11.26,96.21,9,2721.49,96.13,145.5
591312,2023-01-14,8.28,94.03,12,1425.48,25.27,51.25
591312,2023-01-15,10.67,98.5,26,2868.83,37.94,75.09
591312,2023-01-16,3.7,84.08,32,4897.61,92.42,133.74
591312,2023-01-17,5.03,92.53,35,2153.88,67.11,114.56
591312,2023-01-18,4.95,89.07,32,1917.2,70.47,108.63
591312,2023-01-19,6.05,90.69,4,4176.19,53.46,77.62
591312,2023-01-20,9.37,97.58,14,1972.15,93.17,138.52
591312,2023-01-21,9.53,96.82,30,2937.44,21.9,61.05
591312,2023-01-22,11.93,90.36,11,1197.72,74.65,111.78
591312,2023-01-23,5.99,91.31,45,1798.19,26.85,67.61
591312,2023-01-24,9.76,87.68,9,2735.39,56.91,93.7
591312,2023-01-25,10.19,97.14,33,2195.69,30.88,81.51
591312,2023-01-26,9.5,92.13,15,2162.39,26.77,63.46
591312,2023-01-27,11.28,95.22,48,1570.35,1.87,55.23
591312,2023-01-28,3.71,90.86,31,1767.97,41.14,69.6
591312,2023-01-29,11.73,83.75,24,3081.81,49.62,97.18
591312,2023-01-30,7.85,87.62,20,1820.06,32.05,70.73
591312,2023-01-31,10.39,87.71,45,4815.88,13.86,58.09
591312,2023-02-01,6.13,92.44,18,1590.27,7.15,30.15
591312,2023-02-02,8.62,86.72,36,4599.63,27.93,60.77
591312,2023-02-03,7.93,97.93,30,3212.17,32.79,64.49
591312,2023-02-04,8.53,93.86,47,4862.31,38.76,88.93
591312,2023-02-05,9.29,87.99,37,1790.99,28.27,75.89
591312,2023-02-06,10.99,83.08,46,2159.57,20.52,72.75
591312,2023-02-07,7.8,86.22,0,4937.27,71.47,100.75
591312,2023-02-08,11.18,85.21,21,1692.71,43.57,85.71
591312,2023-02-09,11.57,87.34,27,2099.59,15.47,60.72
591312,2023-02-10,10.25,83.81,46,1142.32,68.97,130.8
591312,2023-02-11,8.86,80.8,18,1060.08,64.44,104.24
591312,2023-02-12,11.87,93.54,27,3934.45,18.69,63.66
591312,2023-02-13,10.43,89.4,11,2777.54,96.26,148.8
591312,2023-02-14,6.36,80.1,3,2693.71,92.2,125.86
591312,2023-02-15,4.93,95.2,0,3249.8,64.5,96.32
591312,2023-02-16,6.54,92.51,10,1539.19,36.74,64.48
591312,2023-02-17,6.84,95.7,31,3994.87,19.54,51.53
591312,2023-02-18,8.66,89.22,23,2087.78,20.95,51.58
591312,2023-02-19,11.72,82.76,14,3597.62,49.83,91.17
591312,2023-02-20,5.31,94.52,19,4186.26,0.91,22.1
591312,2023-02-21,11.91,98.04,19,3729.93,56.74,95.07
591312,2023-02-22,10.43,93.87,43,3689.43,30.15,75.85
591312,2023-02-23,10.62,88.89,30,4721.74,45.38,75.37
591312,2023-02-24,9.64,94.61,32,2217.71,60.06,106.81
591312,2023-02-25,10.34,89.66,11,2497.5,14.85,46.41
591312,2023-02-26,4.72,87.07,47,4052.07,88.12,139.23
591312,2023-02-27,5.32,93.3,26,3239.62,72.08,109.74
591312,2023-02-28,10.73,95.85,45,1766.26,67.04,123.62
591312,2023-03-01,3.74,97.25,5,4605.09,19.12,26.11
591312,2023-03-02,7.07,92.51,40,3723.89,44.98,88.18
591312,2023-03-03,5.62,86.94,30,4665.84,2.48,24.32
591312,2023-03-04,11.49,87.27,9,4603.77,20.43,40.12
591312,2023-03-05,4.37,97.19,14,1500.11,58.71,94.3
591312,2023-03-06,9.71,85.78,38,3609.36,19.95,62.99
591312,2023-03-07,11.81,91.68,35,4197.43,60.37,115.44
591312,2023-03-08,10.64,91.57,15,2044.13,64.51,105.76
591312,2023-03-09,9.49,94.27,35,1596.75,65.1,123.81
591312,2023-03-10,5.56,84.5,35,4685.24,30.63,63.32
591312,2023-03-11,4.71,92.37,45,2136.21,71.33,109.09
591312,2023-03-12,7.58,99.23,42,4949.93,97.42,153.3
591312,2023-03-13,11.55,87.71,3,3522.25,80.4,121.34
591312,2023-03-14,8.24,85.87,8,1890.42,21.71,47.08
591312,2023-03-15,6.91,92.58,18,1889.98,40.29,67.86
591312,2023-03-16,6.46,90.79,9,4216.75,24.69,37.29
591312,2023-03-17,6.2,82.01,4,1982.46,66.62,91.28
591312,2023-03-18,9.15,87.3,9,1496.68,92.07,134.79
591312,2023-03-19,9.21,89.03,49,1126.48,1.87,41.19
591312,2023-03-20,8.41,99.17,32,4020.36,74.57,128.62
591312,2023-03-21,10.71,94.73,16,3388.77,69.74,118.37
591312,2023-03-22,5.23,92.75,12,4833.14,62.6,87.93
591312,2023-03-23,6.97,87.06,15,1949.53,54.26,79.76
591312,2023-03-24,7.2,96.43,28,3381.34,83.39,133.38
591312,2023-03-25,11.46,84.23,30,4283.72,98.55,157.89
591312,2023-03-26,10.07,81.42,7,3310.04,12.97,40.82
591312,2023-03-27,7.19,92.37,40,2111.35,90.74,144.29
591312,2023-03-28,4.0,94.53,46,2801.31,78.8,126.02
591312,2023-03-29,8.54,94.95,31,2842.57,86.59,141.81
591312,2023-03-30,8.49,80.21,1,4293.92,7.06,28.16
591312,2023-03-31,6.29,95.99,25,3347.02,3.59,40.08
591312,2023-04-01,7.33,90.11,37,2136.76,18.73,60.62
591312,2023-04-02,5.18,97.29,17,3372.13,88.31,116.17
591312,2023-04-03,10.23,81.64,24,4104.95,98.87,143.2
591312,2023-04-04,3.52,98.71,4,2208.33,96.6,123.63
591312,2023-04-05,8.94,81.49,31,2529.39,36.02,65.98
591312,2023-04-06,11.4,89.36,6,3550.79,93.55,140.62
591312,2023-04-07,3.63,92.16,13,4819.94,92.56,118.58
591312,2023-04-08,7.81,81.49,34,4029.04,86.4,133.38
591312,2023-04-09,7.72,97.37,46,2729.09,74.77,130.12
591312,2023-04-10,5.32,80.62,14,2935.3,87.77,129.88
591312,2023-04-11,5.59,89.95,38,1849.7,36.57,74.23
591312,2023-04-12,11.93,84.22,10,1816.09,97.76,158.09
591312,2023-04-13,4.83,89.41,43,1245.42,61.86,96.71
591312,2023-04-14,6.08,84.27,3,4134.45,61.64,92.95
591312,2023-04-15,4.72,86.92,17,1409.1,10.85,30.05
591312,2023-04-16,8.31,96.15,36,3368.37,35.45,75.22
591312,2023-04-17,11.84,94.62,44,4748.21,20.52,74.39
591312,2023-04-18,3.97,89.0,30,2693.47,96.29,135.99
591312,2023-04-19,7.76,83.86,12,1190.31,57.89,88.29
591312,2023-04-20,8.37,85.59,15,3323.71,94.55,134.14
591312,2023-04-21,11.68,80.26,4,2809.04,99.92,150.31
591312,2023-04-22,9.73,80.39,33,1827.96,61.77,102.87
591312,2023-04-23,6.66,82.41,4,2136.78,43.54,69.91
591312,2023-04-24,12.23,98.94,16,2485.38,6.03,33.65
591312,2023-04-25,10.42,99.13,22,2170.43,81.35,123.38
591312,2023-04-26,6.38,87.62,8,2844.38,75.68,108.77
591312,2023-04-27,7.99,90.9,37,4931.02,86.64,135.75
591312,2023-04-28,8.83,93.21,21,1632.93,39.7,71.91
591312,2023-04-29,6.93,92.37,31,3907.99,98.17,139.22
591312,2023-04-30,9.16,95.52,19,1836.28,6.62,35.96
591312,2023-05-01,4.83,98.18,27,1073.1,36.62,69.9
591312,2023-05-02,7.82,93.43,6,2310.9,76.98,112.44
591312,2023-05-03,5.01,81.77,17,3012.27,74.39,103.7
591312,2023-05-04,6.12,89.21,7,2497.91,84.27,113.44
591312,2023-05-05,9.48,95.37,28,3556.44,82.69,144.66
591312,2023-05-06,4.56,96.14,24,3675.44,94.27,131.88
591312,2023-05-07,8.44,99.95,5,3921.86,42.76,58.44
591312,2023-05-08,8.09,89.31,39,2739.53,98.09,162.3
591312,2023-05-09,7.5,92.74,35,2471.25,29.91,67.85
591312,2023-05-10,10.69,95.45,19,1593.61,30.65,67.29
591312,2023-05-11,4.04,81.39,35,3742.08,59.75,102.07
591312,2023-05-12,8.74,99.78,42,4346.59,79.28,134.82
591312,2023-05-13,6.55,80.4,2,3376.52,30.78,56.12
591312,2023-05-14,11.29,95.76,17,1769.2,49.18,96.62
591312,2023-05-15,8.03,91.27,37,4002.77,16.64,57.76
591312,2023-05-16,8.4,80.19,24,2853.54,21.23,48.24
591312,2023-05-17,5.1,93.94,14,2857.19,96.18,133.98
591312,2023-05-18,11.75,88.16,33,3774.31,81.76,134.89
591312,2023-05-19,3.73,90.37,49,3976.67,7.09,46.61
591312,2023-05-20,5.57,86.43,11,4095.42,93.81,133.75
591312,2023-05-21,4.97,86.35,30,3937.88,78.97,120.37
591312,2023-05-22,6.0,91.51,23,1650.43,67.43,102.4
591312,2023-05-23,8.52,94.98,24,1468.38,39.27,83.3
591312,2023-05-24,7.88,81.45,48,1349.67,58.28,114.09
591312,2023-05-25,9.98,85.42,28,2894.03,45.43,89.64
591312,2023-05-26,5.97,96.61,24,4162.08,31.48,59.6
591312,2023-05-27,8.68,95.4,10,1198.83,13.86,36.12
591312,2023-05-28,10.37,98.83,45,1675.24,45.36,105.7
591312,2023-05-29,12.19,87.38,33,4332.62,51.91,98.04
591312,2023-05-30,6.38,80.9,7,1201.32,28.25,41.46
591312,2023-05-31,9.87,86.97,23,4230.32,63.43,115.32
591312,2023-06-01,12.24,89.33,47,4881.37,31.91,81.43
591312,2023-06-02,12.2,94.07,16,4667.79,62.02,103.37
591312,2023-06-03,10.28,94.42,17,4752.56,61.76,108.1
591312,2023-06-04,11.81,86.52,43,1301.72,45.48,103.59
591312,2023-06-05,4.63,81.13,38,4820.93,69.79,115.61
591312,2023-06-06,5.44,93.22,21,3343.73,17.11,38.52
591312,2023-06-07,6.05,86.89,23,3975.67,30.6,67.09
591312,2023-06-08,9.01,88.26,33,4211.6,42.03,79.79
591312,2023-06-09,7.66,97.67,38,1826.4,74.22,124.28
591312,2023-06-10,7.36,91.11,12,1151.37,65.27,99.84
591312,2023-06-11,5.03,85.66,14,4309.83,14.56,29.21
591312,2023-06-12,5.64,82.21,22,4316.82,70.19,103.62
591312,2023-06-13,4.53,87.68,19,2884.74,77.39,115.62
591312,2023-06-14,5.64,81.86,14,3511.6,34.39,59.22
591312,2023-06-15,9.69,92.32,7,3560.19,80.42,112.98
591312,2023-06-16,12.17,84.23,0,3066.87,13.74,37.87
591312,2023-06-17,7.12,91.95,7,1684.55,11.95,30.63
591312,2023-06-18,8.17,89.47,38,3595.04,26.08,69.4
591312,2023-06-19,10.71,84.03,42,1656.19,48.77,108.3
591312,2023-06-20,6.17,97.12,14,3221.33,81.11,115.28
591312,2023-06-21,5.83,94.71,1,2502.67,56.22,94.62
591312,2023-06-22,11.99,93.73,20,4460.76,63.12,110.5
591312,2023-06-23,11.28,89.3,27,3264.63,8.77,38.13
591312,2023-06-24,7.8,99.19,25,4869.89,91.52,131.72
591312,2023-06-25,9.42,90.52,15,4543.77,46.14,78.37
591312,2023-06-26,11.85,98.21,28,4693.94,5.68,36.18
591312,2023-06-27,12.2,92.49,41,1690.83,85.32,144.81
591312,2023-06-28,11.83,94.28,33,1495.04,66.25,127.47
591312,2023-06-29,6.94,85.08,17,2053.3,2.55,16.32
591312,2023-06-30,6.3,99.78,27,3831.61,6.18,35.2
591312,2023-07-01,6.25,85.64,5,2545.18,5.0,21.07
591312,2023-07-02,10.54,89.79,22,4795.73,64.08,115.0
591312,2023-07-03,9.98,82.53,35,2691.82,66.44,118.05
591312,2023-07-04,6.15,89.41,26,4581.79,18.87,48.29
591312,2023-07-05,8.23,80.26,28,3523.38,10.19,46.31
591312,2023-07-06,9.25,85.15,37,3554.21,2.06,41.18
591312,2023-07-07,8.46,81.38,18,4654.93,17.02,52.57
591312,2023-07-08,6.25,81.39,23,4334.81,64.13,94.09
591312,2023-07-09,12.48,81.72,40,3641.5,91.43,149.82
591312,2023-07-10,5.8,81.91,2,1672.25,18.39,33.9
591312,2023-07-11,8.16,97.71,19,3554.92,14.97,42.4
591312,2023-07-12,9.81,83.79,4,2722.09,15.86,34.06
591312,2023-07-13,4.37,98.31,9,2274.9,62.21,88.17
591312,2023-07-14,8.08,82.69,19,2435.77,72.62,119.63
591312,2023-07-15,10.73,84.21,20,4495.09,89.32,137.45
591312,2023-07-16,7.21,96.63,27,4101.17,89.35,135.55
591312,2023-07-17,9.79,92.8,0,1926.1,89.31,129.66
591312,2023-07-18,10.73,97.33,3,3262.48,20.79,50.96
591312,2023-07-19,6.0,96.57,18,1380.15,25.82,55.12
591312,2023-07-20,9.36,91.6,13,2583.53,89.1,127.4
591312,2023-07-21,7.14,81.92,20,1332.38,93.35,132.93
591312,2023-07-22,6.47,97.41,37,3156.32,36.55,81.59
591312,2023-07-23,6.61,90.39,14,4465.86,29.72,64.01
591312,2023-07-24,12.32,85.95,34,2828.43,29.99,77.56
591312,2023-07-25,7.98,89.87,10,4720.52,72.89,101.14
591312,2023-07-26,12.37,90.77,36,1024.97,87.3,162.29
591312,2023-07-27,4.15,85.22,2,1052.32,65.47,77.58
591312,2023-07-28,5.01,80.19,35,4678.06,11.86,33.92
591312,2023-07-29,8.49,99.59,15,3172.4,30.59,63.25
591312,2023-07-30,5.35,82.66,20,1949.16,91.22,133.66
591312,2023-07-31,12.49,81.64,46,4362.99,50.62,99.87
591312,2023-08-01,6.39,96.58,49,1963.73,86.56,137.02
591312,2023-08-02,11.9,87.28,39,3887.75,9.85,50.41
591312,2023-08-03,10.04,89.02,14,2471.38,30.92,67.5
591312,2023-08-04,7.53,94.26,19,2888.01,39.71,72.41
591312,2023-08-05,5.66,90.67,1,4587.27,74.61,102.43
591312,2023-08-06,5.81,84.37,20,1293.66,83.08,116.32
591312,2023-08-07,7.41,95.42,4,2931.96,57.54,78.52
591312,2023-08-08,11.89,92.55,44,3355.87,43.72,93.07
591312,2023-08-09,11.97,89.82,36,2319.86,4.71,51.0
591312,2023-08-10,4.08,90.99,36,1912.15,50.03,80.05
591312,2023-08-11,5.91,84.95,23,4628.64,16.12,47.8
591312,2023-08-12,6.49,93.07,12,4431.33,17.21,39.61
591312,2023-08-13,9.18,82.71,37,2025.32,58.82,111.4
591312,2023-08-14,5.62,84.67,47,2445.2,51.82,96.33
591312,2023-08-15,6.13,90.77,9,4926.96,48.17,71.14
591312,2023-08-16,10.53,80.18,34,2185.1,21.0,63.75
591312,2023-08-17,11.17,92.72,4,1033.93,1.6,29.45
591312,2023-08-18,9.06,90.05,45,1275.37,52.81,107.78
591312,2023-08-19,7.71,86.95,14,1530.35,16.3,44.04
591312,2023-08-20,8.31,96.15,2,2333.02,88.64,124.51
591312,2023-08-21,10.37,99.23,20,1066.21,54.7,101.59
591312,2023-08-22,11.58,93.22,13,2868.27,63.24,105.83
591312,2023-08-23,11.83,82.64,28,4998.92,22.43,59.41
591312,2023-08-24,10.44,99.64,23,3162.2,82.19,123.89
591312,2023-08-25,6.59,87.54,22,1204.57,51.88,82.63
591312,2023-08-26,8.45,93.03,18,4018.51,0.21,30.19
591312,2023-08-27,5.16,94.2,47,2500.25,70.69,118.72
591312,2023-08-28,10.52,85.52,38,4862.27,84.19,155.13
591312,2023-08-29,8.62,93.45,17,2749.17,3.1,25.42
591312,2023-08-30,9.34,89.6,37,3154.01,96.39,155.16
591312,2023-08-31,10.97,93.54,40,3134.13,47.18,104.52
591312,2023-09-01,5.27,98.24,45,4586.26,17.65,47.04
591312,2023-09-02,3.73,93.31,19,4592.52,75.88,103.77
591312,2023-09-03,10.61,80.53,20,3009.51,1.11,34.29
591312,2023-09-04,11.42,85.67,44,3895.49,11.6,55.99
591312,2023-09-05,11.68,82.19,5,4111.45,83.5,130.83
591312,2023-09-06,4.44,99.0,14,2225.63,7.34,23.44
591312,2023-09-07,7.12,86.38,3,4110.48,12.41,23.59
591312,2023-09-08,7.73,90.53,40,4291.66,13.26,43.54
591312,2023-09-09,6.26,91.51,21,2483.9,57.3,91.72
591312,2023-09-10,7.85,82.84,28,3198.25,99.11,150.77
591312,2023-09-11,7.75,94.94,14,3793.3,0.97,18.33
591312,2023-09-12,6.38,86.01,44,4578.72,26.17,71.07
591312,2023-09-13,6.83,80.8,11,4571.2,26.41,55.16
591312,2023-09-14,11.62,92.59,16,3569.77,10.29,40.03
591312,2023-09-15,3.58,93.92,28,4890.06,72.92,101.83
591312,2023-09-16,4.15,97.02,49,4306.5,90.18,145.12
591312,2023-09-17,11.7,97.92,23,1224.64,34.3,80.35
591312,2023-09-18,11.29,84.33,46,1843.29,19.28,64.93
591312,2023-09-19,8.8,95.16,19,2067.75,87.68,133.42
591312,2023-09-20,6.51,95.29,19,3123.98,86.64,124.55
